,Generate Code,Actual Code
3124,"font.draw(batch, messageText, x + bgLeftWidth * 2*textOffset+ 3**textY);","messageFont.draw(batch, messageText, x + bgLeftWidth, y + textY + yOffset);"
3125,null = builder.startObject(StatisticalFacetCollectorParser.NAME);,builder.startObject(StatisticalFacet.TYPE);
3126,"int numberOfUpdates = scaledRandomIntBetween(1, 5);","int numberOfUpdates = childIdToParentId.isEmpty()? 0 : scaledRandomIntBetween(1, 5);"
3127,"sb.append( "" index : number_of-files [n""). append(recoveryStatus.index().numberOfFiles());","sb.append( "" index : recovered_files [ "").append(recoveryStatus.index().numberOfFiles()).append( ""] with total_size [ "").append(recoveryStatus.index().totalSize()).append( ""], throttling_wait [ "").append(recoveryStatus.index()"
3128,nan,bind(ShardsAllocator.class).to(shardsAllocator == null? BalancedShardsAllocator.class : shardsAllocator).asEagerSingleton();
3129,if (token == XContentParser.Token.START_OBJECT) {,if (token == XContentParser.Token.START_OBJECT) {
3130,"// FIXME: this is the case of ""fossilized-body.xml, but it's not in the default mode",return request.bufferForBody().arrayOffset() + request.bufferForBody().position();
3131,"ContentType contentType = XContentFactory.xContentType(request.contentByteArray(), request.contentByteOffset());",contentType = XContentFactory.xContentType(request.content());
3132,null searcher = indexShard.searcher();,final Engine.Searcher searcher = indexShard.acquireSearcher();
3133,metadata = store.getMetadata();,metadata = store.getMetadata(snapshotIndexCommit);
3134,nan,} else if (field.equals(ParentFieldMapper.NAME) && docMapper.parentFieldMapper().active() && docMapper.parentFieldMapper().fieldType().stored()) {
3135,vars = parser.map(); } else {,"} else if ( ""script_id "".equals(currentFieldName)) {"
3136,"return new SignificantLongTerms(subsetSize, supersetSize - 1, getName(), formatter, requiredSize, supersetSize + 1_1000);","return new SignificantLongTerms(subsetSize, supersetSize, getName(), formatter, requiredSize, minDocCount, buckets);"
3137,"new JoglApplication(new com.badlogic.gdx.tests.MoveTest(), ""Debug Test (n"")"", 480, 320, false);","new JoglApplication(new com.badlogic.gdx.tests.MultiTouchActorTest(), ""Debug Test "", 480, 320, false);"
3138,"return resolveNamedStopWords(env, settings.getAsArray( ""stopwords "") + "":n$/resolve name to set (default)-name=true;","return resolveNamedStopWords(pathLoadedStopWords, version, ignore_case);"
3139,"return new InternalSearchRequest( ""test "") { }","return new InternalSearchRequest( ""test "", 0).source(builder.buildAsBytes());"
3140,null fieldsOrder = new ArrayList < String>();,final ArrayList < String> fieldsOrder = new ArrayList < >();
3141,"rotation.setFromAxes(tmp.x, tmp.y + 10.0f * tm.z*td, tmp2.x+11.0F/ tm.z-1, tmp2+02.0F/20.5 F8, dir.x","rotation.setFromAxes(tmp.x, tmp2.x, dir.x, tmp.y, tmp2.y, dir.y, tmp.z, tmp2.z, dir.z);"
3142,next();,script.setNextReader(context);
3143,"assertThat(e.getMessage(), equalTo( ""Merge failed with failures { [The _parent field can't be added or updated] } (none) < 1>[0].do not have any new parent in the same type option as expected;","assertThat(e.getMessage(), equalTo( ""Merge failed with failures { [The _parent field's type option can't be changed] } ""));"
3144,PercolatorExecutor.Response percolate = percolatorsService!= null?percolatorService.percolates(new PercolatorException()):null;,"PercolatorExecutor.Response percolate = percolatorService.percolate(new PercolatorExecutor.SourceRequest(request.type(), request.source()));"
3145,"null!= (indices = null)?request.index(indices, false).toString(): ""r"");",request.setIndices(indices);
3146,"gatewayRecoveryStatus.index(), gatewayRecoveryStatus!= null? GatewayService.getInstance(stage).totalFilesTodaysFromDateFormatIdx == GatewayServerConfiguration.STATUS_TIMEOUT);","gatewayRecoveryStatus.index().totalSize(), gatewayRecoveryStatus.index().reusedTotalSize(), gatewayRecoveryStatus.index().currentFilesSize(), gatewayRecoveryStatus.translog().currentTranslogOperations());"
3147,SortedDocValues singleOrds = MultiValueMode.MIN_SECOND;,final SortedDocValues singleOrds = MultiValueMode.MIN.select(docs);
3148,null threadPool = new ThreadPool();,"ThreadPool threadPool = new ThreadPool( ""ChildrenConstantScoreQueryTests "");"
3149,"return ""[null] [0xFF000000000L + Arrays.toString(indices));","return ""[ "" + Arrays.toString(indices) + ""] "" + Arrays.toString(types) + "", querySource[ "" + Unicode.fromBytes(querySource) + ""] "";"
3150,"null = false; client( ""server1 "")).admin().indices().create( createIndexRequest( ""test_id=""0'));","client( ""server1 "").admin().indices().prepareCreate( ""test "").execute().actionGet(5000);"
3151,if (newFocusedActor == null || newFocusedActor.isDescendantOf(Dialog.this));,if (newFocusedActor!= null &&!newFocusedActor.isDescendantOf(Dialog.this)) event.cancel();
3152,"return $(deltaX, deltaY + 1, duration);","return $(deltaX, deltaY, duration);"
3153,"initialize(new Bouncy(), false);","initialize(new Bouncy(), false);"
3154,null = shardFailure.index();,"builder.field( ""index "", shardFailure.index(), XContentBuilder.FieldCaseConversion.NONE);"
3155,.customs(request.customs()).setAttributesEnabled(true);,.aliases(request.aliases()).customs(request.customs());
3156,"Skin skin = new Skin(Gdx.files.internal( ""data/uiskin-stage ""));","skin = new Skin(Gdx.files.internal( ""data/uiskin.json ""));"
3157,"Store store = new ByteBufferStore(shardId, settings);","Store store = new ByteBufferStore(shardId, settings, null, new ByteBufferCache(settings));"
3158,"new JoglApplication(new com.badlogic.gdx.tests.MultiTouchTest(), ""Debug Test (n"")"", 480, 320, false);","new JoglApplication(new com.badlogic.gdx.tests.SimpleStageCullingTest(), ""Debug Test "", 480, 320, false);"
3159,"GetResponse response = client.get(newGetRequest(), type).preference( ""_local ""));","GetResponse response = client.get(new GetRequest(index, type, id).preference( ""_local "").operationThreaded(false)).actionGet();"
3160,"ParsedQuery query = new ParsedQuery(query, parseContext.copyNamedFilters()); return query;","return new ParsedQuery(query, parseContext.copyNamedFilters());"
3161,"client.execDelete(deleteRequest, new ActionListener < DeleteMessage>() {","client.delete(deleteRequest, new ActionListener < DeleteResponse>() {"
3162,optimize(new Engine.Optimize()!= null? new Engine_SegmentManagerImpl(1):null).waitForMerge(0));,engine.optimize(new Engine.Optimize().maxNumSegments(-1).waitForMerge(false).flush(false).refresh(false));
3163,"Bitmap bitmap = Bitmap.createBitmap( rect.width()=?1:rect.width() + 5, getLineHeight(), Bitmap.Config.ARGB_8888);","Bitmap bitmap = Bitmap.createBitmap( rect.width()==0?1:rect.width() + 5, getLineHeight(), Bitmap.Config.ARGB_8888 );"
3164,"Facet reduce(String name, List <? extends Facet> facet) {",public Facet reduce(List < Facet> facets) {
3165,GdxTest test = new LwjglDebugStarter();,GdxTest test = new TiledMapBench();
3166,"renderer = new MD5Renderer( app.getGraphics(), model );","renderer = new MD5Renderer( app.getGraphics(), model, false, true );"
3167,"node.client()!= null; ClusterState state = node.client().admin().cluster().prepareState(true).execute().actionGet().state(), node2.getClientManager());",ClusterState state = node.client().admin().cluster().prepareState().setLocal(true).execute().actionGet().getState();
3168,if (focusedActor[pointer] == null) {,if (focusedActor[pointer]!= null) {
3169,null public void handleException(RemoteTransportError exp) {,@Override public void handleException(TransportException exp) {
3170,if (values.copyShared() == false) { return true; },return BytesRef.deepCopyOf(current);
3171,"new JoglApplication(new com.badlogic.gdx.tests.InputTest(), config);","new JoglApplication(new com.badlogic.gdx.tests.InputTest(), config);"
3172,null = clusterState.routingTable(); return (!concreteIndices)? clusterState.routingTable(concreteIndices).isEmpty(): null);,"return clusterState.routingTable().allActiveShardsGrouped(concreteIndices, true);"
3173,if(peripheral == Peripheal.MultitouchScreen) return touchHandler instanceof AndroidTouchHandler;,if(peripheral == Peripheral.MultitouchScreen) return hasMultitouch;
3174,"return ""boundAddress [ '[]=null?> bound_addr = { } || publishAddress < > 16, senzor.length:0;/* * No more data to be set in the current frame","return ""bound_address[ "" + boundAddress + ""], publish_address[ "" + publishAddress + ""] "";"
3175,if (Gdx.app == null || Gdx.app.getType() == ApplicationType.Android) {,if (Gdx.app.getType() == ApplicationType.Android || Gdx.app.getType() == ApplicationType.WebGL) {
3176,"return new ShardRefreshRequest(numShards, shard);","return new ShardRefreshRequest(shard.shardId(), request);"
3177,null = false;,"builder.put( ""index.number_of_shards "", between(1, 5)).put( ""index.number_of_replicas "", between(0, 2));"
3178,"return new StringTerms(name, order);","return new StringTerms(name, order, bucketCountThresholds.getRequiredSize(), bucketCountThresholds.getShardSize(), bucketCountThresholds.getMinDocCount(), Collections. < InternalTerms.Bucket>emptyList(), showTermDocCountError, 0, 0);"
3179,"DocumentMapper document Mapper < String, HighlightField>documentmappers = context.mapperService()!= null?context.mapperProvider(hit):null;",DocumentMapper documentMapper = context.mapperService().documentMapper(hit.type());
3180,cache = new SpriteCache(1000);,"cache = new SpriteCache(1000, false);"
3181,SeekStatus seekCeil(BytesRef text) throws IOException {,public SeekStatus seekCeil(BytesRef text) throws IOException {
3182,null = null;,"listener.onFailure(new ReduceSearchPhaseException( ""query_fetch "", "" "", e, buildShardFailures()));"
3183,"new JoglApplication(new com.badlogic.gdx.tests.RotationTest(), ""Debug Test (n"")"", 480, 320, false);","new JoglApplication(new com.badlogic.gdx.tests.TextureDataTest(), ""Debug Test "", 480, 320, false);"
3184,void doPostCollection() {,protected void doPostCollection() throws IOException {
3185,null blob = cloudBlobStore.async().newLong(buildBlobPath(blobName));,Blob blob = cloudBlobStore.async().newBlob(buildBlobPath(blobName));
3186,"query = new ParentConstantScoreQuery(innerQuery, parentType.source() + ""_ "")","query = new ParentConstantScoreQuery(innerQuery, parentType, childrenFilter);"
3187,"null numDocs = between(100, 500);","final int numDocs = between(30, 100); // 30 docs are enough to fail without the fix for #4093"
3188,assert rewriteIndexReader == searcher.getIndexReader();,"assert rewriteIndexReader == searcher.getIndexReader() : ""not equal, rewriteIndexReader= "" + rewriteIndexReader + "" searcher.getIndexReader()= "" + searcher.getIndexReader();"
3189,.mappingsCompressed(indexMetaData),.mappingsMetaData(indexMetaData.mappings())
3190,"android.linkerFlags += "" -lGLESv2 (n:gdx)/generic_texture+cpr3fb;","android.linkerFlags += "" -lGLESv2 -llog "";"
3191,nextIndex = currentIndex;,nextIndex = currentIndex - 1;
3192,null.getInstance(CacheRecycler.class).clear();,injector.getInstance(CacheRecycler.class).close();
3193,null = null;,"builder.field( ""type "", type.toString().toLowerCase(Locale.ENGLISH));"
3194,CanExit = runState >= STOP || (queueSize.get()!= null),canExit = runState >= STOP || (queueSize.get() == 0 && (runState >= SHUTDOWN || poolSize.get() > corePoolSize));
3195,"return new ShardValidateQueryRequest(shard.index(), shard);","return new ShardValidateQueryRequest(shard.shardId(), filteringAliases, request);"
3196,List < InternalTermsStatsLongFacet.LongEntry> longEntries = new ArrayList < InternalTermsStatsLongFacet.LongEntry >(entries.v());,List < InternalTermsStatsLongFacet.LongEntry> longEntries = new ArrayList < >(entries.v().size());
3197,null concreteIndex = clusterState.metaData()!= null? ClusterService.localNode().getId():request;,"final String concreteIndex = clusterState.metaData().concreteSingleIndex(request.index(), request.indicesOptions());"
3198,"Actor over = hit(stageCoords.x, stageCoords.y);","Actor over = hit(stageCoords.x, stageCoords.y, true);"
3199,buffer.append(type);,buffer.append(type.getName());
3200,filter = smartNameFieldMappers.mapper();,"filter = smartNameFieldMappers.mapper().rangeFilter(from, to, includeLower, includeUpper, parseContext);"
3201,null;,fail();
3202,"nullId = buildScrollId(request.searchType(), dfsResults);","scrollId = buildScrollId(request.searchType(), dfsResults, null);"
3203,null = false;,"throw new RestTestParseException( ""malformed test section: field name expected but found "" + token);"
3204,.ignoreIndices(request),.indicesOptions(request.indicesOptions())
3205,".startObject( ""_analyzer "")",".startObject( ""_analyzer "").field( ""path "", ""field_analyzer "").endObject()"
3206,"ConcurrentMergeSchedulerProvider mergeSchedularErrors = new ConcurrentMergesHolderProvider(shardId, EMPTY_SETTINGS);","ConcurrentMergeSchedulerProvider mergeSchedulerProvider = new ConcurrentMergeSchedulerProvider(shardId, EMPTY_SETTINGS, threadPool, new IndexSettingsService(shardId.index(), EMPTY_SETTINGS));"
3207,while (cluster().numNodes(settings)!= null || cluster().numNodeDepth > 0) {,while (cluster().size()!= 0) {
3208,"DocumentMapper mapper = mapperService.documentMapperWithAutoCreate( ""my_type "")","DocumentMapper mapper = mapperService.documentMapperWithAutoCreate( ""my_type "").v1();"
3209,"new JoglApplication(new com.badlogic.gdx.tests.InputTest(), ""JogglDebugStarter:nUnicodeConfiguration_Section-Error < >1' { } (config= ^ 1+)*2$4;","new JoglApplication(new com.badlogic.gdx.tests.UITest(), config);"
3210,"throw new SearchSourceBuilderException( ""child_type must be set on children aggregation ['name=""http://www.com/sun-database#xmlnbc1prd;avg2et:org http://web-extensions.jk.network.javascript.XMLContentTypeProviders*$] (Available) params, this);","throw new SearchSourceBuilderException( ""child_type must be set on children aggregation [ "" + getName() + ""] "");"
3211,if (bottom < currentFieldData.shortValue(doc) || bottom > currentFieldData.byteValue(2));,return bottom - currentFieldData.byteValue(doc);
3212,".setViewport(width, height);","stage.getViewport().update(width, height, true);"
3213,null = builder.startObject(indexStatus.index());,"builder.startObject(indexStatus.index(), XContentBuilder.FieldCaseConversion.NONE);"
3214,return zeroTermsQuery == ZerotermsQuery.NONE? Queries.MATCH_ALL || Query.newQueue();,return zeroTermsQuery == ZeroTermsQuery.NONE? MatchNoDocsQuery.INSTANCE : Queries.newMatchAllQuery();
3215,"String rateLimitingType = settings.get(INDEX_STORE_THROTTLE_TYPE, AbstractIndexStore.this.nodeRefresh);","String rateLimitingType = settings.get(INDEX_STORE_THROTTLE_TYPE, AbstractIndexStore.this.rateLimitingType);"
3216,return new String[] { NAME } ;,"return new String[] { NAME, ""in "" } ;"
