bugid	bug	buggy	patch	lineNo	action
449	camel_6d63a502	buggy:  return   "Exchange[ "  +  (multiline  ?  answer.append(']').toString()  :  answer.toString().substring(2)  +   "] ");  return   "Exchange[ "  +  (multiline  ?  sb.append(']').toString()  :  sb.toString().substring(2)  +   "] ");  context:  }  else  {  answer.append(s);  }  if  (multiline)  {  answer.append(LS);  }  }  }      //  get  rid  of  the  leading  space  comma  if  needed      return   "Exchange[ "  +  (multiline  ?  answer.append(']').toString()  :  answer.toString().substring(2)  +   "] ");  }      //  get  rid  of  the  leading  space  comma  if  needed      return   "Exchange[ "  +  (multiline  ?  sb.append(']').toString()  :  sb.toString().substring(2)  +   "] ");  	sb  =  answer;  if  (multiline)  {  sb.insert(0,   "Exchange[ ");  sb.append( "] ");  return  sb.toString();  }  else  {  if  (sb.length()  >  0  &&  sb.charAt(0)  ==  ','  &&  sb.charAt(1)  ==  '  ')  {  sb.replace(0,  2,   " ");  }  sb.insert(0,   "Exchange[ ");  sb.append( "] ");    return  sb.toString();  }  	171	replace-2
450	maven_712c4fff	buggy:  context:  clone.setName(  original.getName()  );  clone.setDescription(  original.getDescription()  );  clone.setRequiredMavenVersion(  original.getRequiredMavenVersion()  );  clone.setPluginArtifact(  ArtifactUtils.copyArtifactSafe(  original.getPluginArtifact()  )  );  clone.setComponents(  clone(  original.getMojos(),  clone  )  );  clone.setId(  original.getId()  );  clone.setIsolatedRealm(  original.isIsolatedRealm()  );  clone.setSource(  original.getSource()  );  }  return  clone;  }  private  static  List<ComponentDescriptor<?>>  clone(  List<MojoDescriptor>  mojos,  PluginDescriptor  pluginDescriptor  )  {  List<ComponentDescriptor<?>>  clones  =  null;  	  clone.setDependencies(  original.getDependencies()  );  	99	add
451	jackrabbit-oak_f37ce716	buggy:  context:  private  final  BlobSerializer  blobSerializer  =  new  BlobSerializer()  {  public  String  serialize(Blob  blob)  {  if  (blob  instanceof  BlobStoreBlob)  {  return  ((BlobStoreBlob)  blob).getBlobId();  }  String  id;  	    String  reference  =  blob.getReference();  if(reference  !=  null){  id  =  blobStore.getBlobId(reference);  if(id  !=  null){  return  id;  }  }    	283	add
452	camel_9da2c05a	buggy:  answer.setDelayPattern(delayPattern);  answer.setExchangeFormatterRef(exchangeFormatterRef);  context:  }  if  (logExhaustedMessageHistory  !=  null)  {  answer.setLogExhaustedMessageHistory(CamelContextHelper.parseBoolean(context,  logExhaustedMessageHistory));  }  if  (disableRedelivery  !=  null)  {  if  (CamelContextHelper.parseBoolean(context,  disableRedelivery))  {  answer.setMaximumRedeliveries(0);  }  }  if  (delayPattern  !=  null)  {      answer.setDelayPattern(delayPattern);  }  if  (allowRedeliveryWhileStopping  !=  null)  {  answer.setAllowRedeliveryWhileStopping(CamelContextHelper.parseBoolean(context,  allowRedeliveryWhileStopping));  }  if  (exchangeFormatterRef  !=  null)  {      answer.setExchangeFormatterRef(exchangeFormatterRef);  }  	answer.setDelayPattern(CamelContextHelper.parseText(context,  delayPattern));  answer.setExchangeFormatterRef(CamelContextHelper.parseText(context,  exchangeFormatterRef));  	159	replace-2
453	commons-math_56434517	buggy:  context:  protected  MultistepIntegrator(final  String  name,  final  int  nSteps,  final  int  order,  final  double  minStep,  final  double  maxStep,  final  double[]  vecAbsoluteTolerance,  final  double[]  vecRelativeTolerance)  {  super(name,  minStep,  maxStep,  vecAbsoluteTolerance,  vecRelativeTolerance);  starter  =  new  DormandPrince853Integrator(minStep,  maxStep,  vecAbsoluteTolerance,  vecRelativeTolerance);  this.nSteps  =  nSteps;  exp  =  -1.0  /  order;  setSafety(0.9);  setMinReduction(0.2);  	MULTISTEP_STARTER_STOPPED_EARLY( "multistep  integrator  starter  stopped  early,  maybe  too  large  step  size "),  	165	add
454	camel_4a05eccf	buggy:  context:  return   "predicate ";  }  }  if  (getCompletionSizeExpression()  !=  null)  {  Integer  value  =  getCompletionSizeExpression().evaluate(exchange,  Integer.class);  if  (value  !=  null  &&  value  >  0)  {  int  size  =  exchange.getProperty(Exchange.AGGREGATED_SIZE,  1,  Integer.class);  if  (size  >=  value)  {  return   "size ";  }  }  }  if  (getCompletionSize()  >  0)  {  int  size  =  exchange.getProperty(Exchange.AGGREGATED_SIZE,  1,  Integer.class);  if  (size  >=  getCompletionSize())  {  return   "size ";  	}  else  {  return  null;  	316	add
455	wicket_d79d0192	buggy:  while  ((currentPage  *  rowsPerPage)  >=  getList().size())  context:  }  public  final  int  getCurrentPage()  {  while  ((currentPage  *  rowsPerPage)  >=  getList().size())  {  currentPage--;  }  return  currentPage;  }  	while  ((currentPage  >  0)  &&  ((currentPage  *  rowsPerPage)  >=  getList().size()))  	87	replace-1
456	wicket_917dd2b5	buggy:  if  (minifiedName  !=  null  &&  minifiedName  !=  NO_MINIFIED_NAME)  context:  }  private  String  internalGetMinifiedName()  {  String  minifiedName  =  MINIFIED_NAMES_CACHE.get(this);  if  (minifiedName  !=  null  &&  minifiedName  !=  NO_MINIFIED_NAME)  {  return  minifiedName;  }  String  name  =  getMinifiedName();  IResourceStreamLocator  locator  =  Application.get()  .getResourceSettings()  .getResourceStreamLocator();  	if  (minifiedName  !=  null)  	176	replace-1
457	jackrabbit-oak_44585b0c	buggy:  ImmutableTree  parent  =  (ImmutableTree)  moveCtx.rootBefore.getTree( "/ ");  TreePermission  tp  =  getPermissionProvider().getTreePermission(parent,  TreePermission.EMPTY);  tp  =  tp.getChildPermission(n,  parent.getChild(n).getNodeState());  context:  if  (moveCtx.containsMove(parentBefore,  parentAfter))  {  return  new  MoveAwarePermissionValidator(parentBefore,  parentAfter,  parentPermission,  parentValidator);  }  else  {  return  super.createValidator(parentBefore,  parentAfter,  parentPermission,  parentValidator);  }  }  private  Validator  visibleValidator(@Nonnull  Tree  source,      ImmutableTree  parent  =  (ImmutableTree)  moveCtx.rootBefore.getTree( "/ ");      TreePermission  tp  =  getPermissionProvider().getTreePermission(parent,  TreePermission.EMPTY);  for  (String  n  :  PathUtils.elements(source.getPath()))  {      tp  =  tp.getChildPermission(n,  parent.getChild(n).getNodeState());  }  Validator  validator  =  createValidator(source,  dest,  tp,  this);  	ImmutableTree  immutableTree  =  (ImmutableTree)  moveCtx.rootBefore.getTree( "/ ");  TreePermission  tp  =  getPermissionProvider().getTreePermission(immutableTree,  TreePermission.EMPTY);  immutableTree  =  immutableTree.getChild(n);  tp  =  tp.getChildPermission(n,  immutableTree.getNodeState());  	78	replace-3
458	accumulo_cfb832a1	buggy:  if  (update.isSetDeleteCell())  {  if  (update.isSetDeleteCell())  {  context:  Text  vizText  =  new  Text(update.getColVisibility());  viz  =  vizMap.get(vizText);  if  (viz  ==  null)  {  vizMap.put(vizText,  viz  =  new  ColumnVisibility(vizText));  }  }  byte[]  value  =  new  byte[0];  if  (update.isSetValue())  value  =  update.getValue();  if  (update.isSetTimestamp())  {    if  (update.isSetDeleteCell())  {  m.putDelete(update.getColFamily(),  update.getColQualifier(),  viz,  update.getTimestamp());  }  else  {  m.put(new  Text(update.getColFamily()),  new  Text(update.getColQualifier()),  viz,  update.getTimestamp(),  new  Value(value));  }  }  else  {    if  (update.isSetDeleteCell())  {  m.putDelete(new  Text(update.getColFamily()),  new  Text(update.getColQualifier()),  viz);  	if  (update.isSetDeleteCell()  &&  update.isDeleteCell())  {  if  (update.isSetDeleteCell()  &&  update.isDeleteCell())  {  	1127	replace-2
459	wicket_9dab1bb5	buggy:  return  unitString(seconds(),   "millisecond ",  locale);  context:  if  (minutes()  >=  1.0)  {  return  unitString(minutes(),   "minute ",  locale);  }  if  (seconds()  >=  1.0)  {  return  unitString(seconds(),   "second ",  locale);  }  return  unitString(seconds(),   "millisecond ",  locale);  }  else  {  return   "N/A ";  }  }  	return  unitString(getMilliseconds(),   "millisecond ",  locale);  	529	replace-1
460	accumulo_1b35d263	buggy:  context:  for  (ClientProperty  prop  :  ClientProperty.values())  if  (prop.getKey().equals(key))  return  prop;  return  null;  }  };  public  ClientConfiguration(List<?  extends  Configuration>  configs)  {  super(configs);  }  	this.setListDelimiter('\0');  	111	add
461	camel_5225e6e3	buggy:  buffer.append(KEY_NAME  +   "= ").append(id);  buffer.append( "( ").append(sourceId).append( ") ");  context:  .append(service.getClass().getSimpleName())  .append( "( ").append(ObjectHelper.getIdentityHashCode(service)).append( ") ");  return  createObjectName(buffer);  }  public  ObjectName  getObjectNameForThreadPool(CamelContext  context,  ThreadPoolExecutor  threadPool,  String  id,  String  sourceId)  throws  MalformedObjectNameException  {  StringBuilder  buffer  =  new  StringBuilder();  buffer.append(domainName).append( ": ");  buffer.append(KEY_CONTEXT  +   "= ").append(getContextId(context)).append( ", ");  buffer.append(KEY_TYPE  +   "= "  +  TYPE_THREAD_POOL  +   ", ");      buffer.append(KEY_NAME  +   "= ").append(id);  if  (sourceId  !=  null)  {      buffer.append( "( ").append(sourceId).append( ") ");  }  return  createObjectName(buffer);  	  String  name  =  id;  name  =  name  +   "( "  +  sourceId  +   ") ";  buffer.append(KEY_NAME  +   "= ").append(ObjectName.quote(name));  	257	replace-2
462	logging-log4j2_4b77622b	buggy:  context:  byte[]  buffer  =  null;  try  {  final  InputStream  configStream  =  configSource.getInputStream();  try  {  buffer  =  toByteArray(configStream);  }  finally  {  configStream.close();  }  final  InputSource  source  =  new  InputSource(new  ByteArrayInputStream(buffer));  final  Document  document  =  newDocumentBuilder().parse(source);  rootElement  =  document.getDocumentElement();  final  Map<String,  String>  attrs  =  processAttributes(rootNode,  rootElement);  final  StatusConfiguration  statusConfig  =  new  StatusConfiguration().withVerboseClasses(VERBOSE_CLASSES)  .withStatus(getDefaultStatus());  for  (final  Map.Entry<String,  String>  entry  :  attrs.entrySet())  {  final  String  key  =  entry.getKey();  final  String  value  =  getStrSubstitutor().replace(entry.getValue());  if  ( "status ".equalsIgnoreCase(key))  {  	source.setSystemId(configSource.getLocation());  	134	add
463	commons-math_48dde378	buggy:  context:  atan(tmp1,  0,  tmp2,  0);          //  atan(y  /  (r  -  x))  result[resultOffset]  =  ((tmp2[0]  <=  0)  ?  -FastMath.PI  :  FastMath.PI)  -  2  *  tmp2[0];  //  +/-pi  -  2  *  atan(y  /  (r  -  x))  for  (int  i  =  1;  i  <  tmp2.length;  ++i)  {  result[resultOffset  +  i]  =  -2  *  tmp2[i];  //  +/-pi  -  2  *  atan(y  /  (r  -  x))  }  }  }  	result[resultOffset]  =  FastMath.atan2(y[yOffset],  x[xOffset]);    	1419	add
464	wicket_b19a3d69	buggy:  context:  public  void  sendRedirect(String  location)  throws  IOException  {  redirectLocation  =  location;  }  	status  =  HttpServletResponse.SC_FOUND;  	607	add
465	logging-log4j2_f8a42197	buggy:  this.formatElements(sb,  0,  this.throwable.getStackTrace(),  this.extendedStackTrace,  ignorePackages);  context:  public  String  getExtendedStackTraceAsString(final  List<String>  ignorePackages)  {  final  StringBuilder  sb  =  new  StringBuilder(this.name);  final  String  msg  =  this.message;  if  (msg  !=  null)  {  sb.append( ":   ").append(msg);  }  sb.append(EOL);      this.formatElements(sb,  0,  this.throwable.getStackTrace(),  this.extendedStackTrace,  ignorePackages);  this.formatCause(sb,  this.causeProxy,  ignorePackages);  return  sb.toString();  }  public  String  getLocalizedMessage()  {  return  this.localizedMessage;  }  	StackTraceElement[]  causedTrace  =  this.throwable  !=  null  ?  this.throwable.getStackTrace()  :  null;  this.formatElements(sb,  0,  causedTrace,  this.extendedStackTrace,  ignorePackages);  	345	replace-1
466	commons-math_2123f780	buggy:  context:  public  Complex  add(Complex  rhs)  throws  NullArgumentException  {  MathUtils.checkNotNull(rhs);  return  createComplex(real  +  rhs.getReal(),  imaginary  +  rhs.getImaginary());  }  	if  (isNaN  ||  rhs.isNaN)  {  return  NaN;  }  	153	add
467	jackrabbit-oak_9d36bede	buggy:  context:  public  String  toString()  {  return   "VersionGCStats{ "  +   "ignoredGCDueToCheckPoint= "  +  ignoredGCDueToCheckPoint  +   ",  deletedDocGCCount= "  +  deletedDocGCCount  +   ",  splitDocGCCount= "  +  splitDocGCCount  +  '}';  }  }  }  	void  invalidateDocChildrenCache()  {  docChildrenCache.invalidateAll();  }    	143	add
468	camel_708e756d	buggy:  context:  protected  void  setAggregationStrategyOnExchange(Exchange  exchange,  AggregationStrategy  aggregationStrategy)  {  Map<?,  ?>  property  =  exchange.getProperty(Exchange.AGGREGATION_STRATEGY,  Map.class);  Map<Object,  AggregationStrategy>  map  =  CastUtils.cast(property);  if  (map  ==  null)  {  map  =  new  HashMap<Object,  AggregationStrategy>();  }  map.put(this,  aggregationStrategy);  exchange.setProperty(Exchange.AGGREGATION_STRATEGY,  map);  }  	}  else  {  map  =  new  HashMap<Object,  AggregationStrategy>(map);  	1005	add
469	wicket_e62ded51	buggy:  return  clazz.isAssignableFrom(object.getClass());  context:  public  boolean  visitChildren(final  Object  object)  {  return  true;  }  public  boolean  visitObject(final  Object  object)  {  return  clazz.isAssignableFrom(object.getClass());  }  }  	return  clazz  ==  null  ||  clazz.isAssignableFrom(object.getClass());  	48	replace-1
470	camel_d581c4a4	buggy:  throw  new  NoMessageIdException(exchange,  messageIdExpression);  context:  return   "IdempotentConsumer[ "  +  messageIdExpression  +   "  ->   "  +  processor  +   "] ";  }  public  void  process(Exchange  exchange)  throws  Exception  {  AsyncProcessorHelper.process(this,  exchange);  }  public  boolean  process(Exchange  exchange,  AsyncCallback  callback)  {  final  String  messageId  =  messageIdExpression.evaluate(exchange,  String.class);  if  (messageId  ==  null)  {      throw  new  NoMessageIdException(exchange,  messageIdExpression);  }  boolean  newKey;  if  (eager)  {  if  (idempotentRepository  instanceof  ExchangeIdempotentRepository)  {  	exchange.setException(new  NoMessageIdException(exchange,  messageIdExpression));  callback.done(true);  return  true;  	83	replace-1
471	camel_19b2aa31	buggy:  if  (routeId  !=  null)  {  MDC.put(MDC_ROUTE_ID,  routeId);  }  context:  }  if  (exchangeId  !=  null)  {  MDC.put(MDC_EXCHANGE_ID,  exchangeId);  }  if  (messageId  !=  null)  {  MDC.put(MDC_MESSAGE_ID,  messageId);  }  if  (correlationId  !=  null)  {  MDC.put(MDC_CORRELATION_ID,  correlationId);  }          if  (routeId  !=  null)  {          MDC.put(MDC_ROUTE_ID,  routeId);          }  if  (camelContextId  !=  null)  {  MDC.put(MDC_CAMEL_CONTEXT_ID,  camelContextId);  }  }  	if  (routeId  !=  null)  {  MDC.put(MDC_ROUTE_ID,  routeId);  }    	220	replace-3
472	camel_62b2042b	buggy:  context:  public  boolean  isAbstract()  {  return  true;  }  public  boolean  onExchange(Exchange  exchange)  {  String  id  =  EndpointHelper.getRouteIdFromEndpoint(exchange.getFromEndpoint());  return  EndpointHelper.matchPattern(id,  routeId);  }  public  boolean  matches()  {  	  if  (id  ==  null)  {  id  =  exchange.getFromRouteId();  }    	157	add
473	commons-math_c44bfe00	buggy:  --i;  context:  (FastMath.abs(root  -  ta)  <=  convergence)  &&  (FastMath.abs(root  -  previousEventTime)  <=  convergence))  {  do  {  ta  =  forward  ?  ta  +  convergence  :  ta  -  convergence;  ga  =  f.value(ta);  }  while  ((g0Positive  ^  (ga  >=  0))  &&  (forward  ^  (ta  >=  tb)));          --i;  	  if  (forward  ^  (ta  >=  tb))  {  --i;  }  else  {  pendingEventTime  =  root;  pendingEvent  =  true;  return  true;  }  	299	replace-1
474	accumulo_4d10c92f	buggy:  throw  new  IllegalArgumentException(e.getMessage());  throw  new  ShellCommandException(ErrorCode.INITIALIZATION_FAILURE,   "Unable  to  load   "  +  className  +   "  as  type   "  +  OptionDescriber.class.getName()  +   ";  configure  with  'config'  instead ");  context:  private  static  String  setUpOptions(ClassLoader  classloader,  final  ConsoleReader  reader,  final  String  className,  final  Map<String,String>  options)  throws  IOException,  ShellCommandException  {  String  input;  OptionDescriber  skvi;  Class<?  extends  OptionDescriber>  clazz;  try  {  clazz  =  classloader.loadClass(className).asSubclass(OptionDescriber.class);  skvi  =  clazz.newInstance();  }  catch  (ClassNotFoundException  e)  {    throw  new  IllegalArgumentException(e.getMessage());  }  catch  (InstantiationException  e)  {  throw  new  IllegalArgumentException(e.getMessage());  	StringBuilder  msg  =  new  StringBuilder( "Unable  to  load   ").append(className);  if  (className.indexOf('.')  <  0)  {  msg.append( ";  did  you  use  a  fully  qualified  package  name? ");  }  else  {  msg.append( ";  class  not  found. ");  }  throw  new  ShellCommandException(ErrorCode.INITIALIZATION_FAILURE,  msg.toString());  StringBuilder  msg  =  new  StringBuilder( "Loaded   ");  msg.append(className).append( "  but  it  does  not  implement   ");  msg.append(OptionDescriber.class.getSimpleName());  msg.append( ";  use  'config  -s'  instead. ");  throw  new  ShellCommandException(ErrorCode.INITIALIZATION_FAILURE,  msg.toString());  	178	replace-3
