bugid	buggy	patch
elasticsearch_cc9ab111a04661367cea50e444b5a9e0d4544d1a	buggy:  if  (parentFieldMapper  !=  null)  {  context:  throw  new  QueryParsingException(parseContext.index(),   "[has_parent]  filter  configured  'parent_type'  [ "  +  parentType  +   "]  is  not  a  valid  type ");  }  query  =  new  XFilteredQuery(query,  parseContext.cacheFilter(parentDocMapper.typeFilter(),  null));  Set<String>  parentTypes  =  new  HashSet<String>(5);  parentTypes.add(parentType);  for  (DocumentMapper  documentMapper  :  parseContext.mapperService())  {  ParentFieldMapper  parentFieldMapper  =  documentMapper.parentFieldMapper();              if  (parentFieldMapper  !=  null)  {              if  (parentFieldMapper.active())  {  DocumentMapper  parentTypeDocumentMapper  =  parseContext.mapperService().documentMapper(parentFieldMapper.type());  if  (parentTypeDocumentMapper  ==  null)  {  parentTypes.add(parentFieldMapper.type());  }  }  }  	if  (parentFieldMapper.active())  {  
libgdx_c5edc0976145a61a5551053dfda8a8c3394100ee	buggy:  Preferences  prefs  =  new  LwjglPreferences(name);  context:  return  getJavaHeap();  }  ObjectMap<String,  Preferences>  preferences  =  new  ObjectMap<String,  Preferences>();  public  Preferences  getPreferences(String  name)  {  if  (preferences.containsKey(name))  {  return  preferences.get(name);  }  else  {  Preferences  prefs  =  new  LwjglPreferences(name);  Preferences  prefs  =  new  LwjglPreferences(name,   ".prefs/ ");  preferences.put(name,  prefs);  return  prefs;  }  }  public  Clipboard  getClipboard  ()  {  return  new  LwjglClipboard();  	Preferences  prefs  =  new  LwjglPreferences(name,   ".prefs/ ");  
libgdx_3d959269f4266f8a7fd44c7ee012227e119c29e1	buggy:  cell.setLayout(null);  context:  }  };  public  Cell  obtainCell  (TableLayout  layout)  {  Cell  cell  =  cellPool.obtain();  cell.setLayout(layout);  return  cell;  }  public  void  freeCell  (Cell  cell)  {  cell.setLayout(null);  cell.free();  cellPool.free(cell);  }  public  void  addChild  (Actor  parent,  Actor  child)  {  child.remove();  ((Group)parent).addActor(child);  }  	cell.free();  
libgdx_373af508d4356f18a0303562df714b9034f31b08	buggy:  batch.draw(fboRegion,  0,  0,  Gdx.graphics.getWidth()  /  2,  Gdx.graphics.getHeight()  /  2);  context:  mesh.render(shader,  GL10.GL_TRIANGLES);  shader.end();  fbo.end();  batch.begin();  batch.disableBlending();  batchShader.setUniformi( "u_filterSize ",  filter.length);  batchShader.setUniform1fv( "u_filter ",  filter,  0,  filter.length);  batchShader.setUniform2fv( "u_offsets ",  offsets,  0,  offsets.length);  batch.draw(fboRegion,  0,  0,  Gdx.graphics.getWidth()  /  2,  Gdx.graphics.getHeight()  /  2);  batch.draw(fboRegion,  0,  0,  Gdx.graphics.getWidth(),  Gdx.graphics.getHeight());  batch.end();  }  }  	batch.draw(fboRegion,  0,  0,  Gdx.graphics.getWidth(),  Gdx.graphics.getHeight());  
elasticsearch_6b026119718a616fc76578aff3b20ceda023d403	buggy:  boolean  foundTerm  =  topLevelIterator.seekExact(term,  false);  context:  startField(field,  fieldTermVector.size(),  positions,  offsets,  payloads);  if  (flags.contains(Flag.FieldStatistics))  {  writeFieldStatistics(topLevelTerms);  }  iterator  =  fieldTermVector.iterator(iterator);  final  boolean  useDocsAndPos  =  positions  ||  offsets  ||  payloads;  while  (iterator.next()  !=  null)  {  //  iterate  all  terms  of  the  BytesRef  term  =  iterator.term();                  boolean  foundTerm  =  topLevelIterator.seekExact(term,  false);                  boolean  foundTerm  =  topLevelIterator.seekExact(term);  assert  (foundTerm);  startTerm(term);  if  (flags.contains(Flag.TermStatistics))  {  writeTermStatistics(topLevelIterator);  }  if  (useDocsAndPos)  {  docsAndPosEnum  =  writeTermWithDocsAndPos(iterator,  docsAndPosEnum,  positions,  offsets,  payloads);  	boolean  foundTerm  =  topLevelIterator.seekExact(term);  
elasticsearch_e5737e305804da5f09b716e66fa1d5e17bddc07e	buggy:  logger.trace( "Master  [{}]  failed  on  ping ",  masterNode);  context:  }  }  }  if  (sentToNode.equals(MasterFaultDetection.this.masterNode()))  {  int  retryCount  =  ++MasterFaultDetection.this.retryCount;  if  (retryCount  >=  pingRetryCount)  {                                          logger.trace( "Master  [{}]  failed  on  ping ",  masterNode);                                          logger.debug( "Master  [{}]  failed  on  ping,  tried  [{}]  times,  each  with  [{}]  timeout ",  masterNode,  pingRetryCount,  pingRetryTimeout);  notifyMasterFailure(sentToNode);  }  }  }  });  }  }  	logger.debug( "Master  [{}]  failed  on  ping,  tried  [{}]  times,  each  with  [{}]  timeout ",  masterNode,  pingRetryCount,  pingRetryTimeout);  
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  List<ComplexExplanation>  filterExplanations  =  new  ArrayList<ComplexExplanation>();  context:  }  public  Explanation  explain(AtomicReaderContext  context,  int  doc)  throws  IOException  {  Explanation  subQueryExpl  =  subQueryWeight.explain(context,  doc);  if  (!subQueryExpl.isMatch())  {  return  subQueryExpl;  }              List<ComplexExplanation>  filterExplanations  =  new  ArrayList<ComplexExplanation>();              List<ComplexExplanation>  filterExplanations  =  new  ArrayList<>();  for  (FilterFunction  filterFunction  :  filterFunctions)  {  Bits  docSet  =  DocIdSets.toSafeBits(context.reader(),  filterFunction.filter.getDocIdSet(context,  context.reader().getLiveDocs()));  if  (docSet.get(doc))  {  filterFunction.function.setNextReader(context);  Explanation  functionExplanation  =  filterFunction.function.explainScore(doc,  subQueryExpl);  double  factor  =  functionExplanation.getValue();  float  sc  =  CombineFunction.toFloat(factor);  	List<ComplexExplanation>  filterExplanations  =  new  ArrayList<>();  
libgdx_7cccb823556e567d2ec2dfa731e1a7e4f2dda3c0	buggy:  TextureFilter.Nearest,  TextureFilter.Nearest,  context:  camera.getDirection().set(0,  0,  -1);  batch  =  new  SpriteBatch();  font  =  new  BitmapFont();  load();  }  private  void  load  ()  {  try  {  tiles  =  Gdx.graphics.newTexture(  Gdx.files.getFileHandle( "data/tiles-3.png ",  FileType.Internal),  TextureFilter.Nearest,  TextureFilter.Nearest,  TextureFilter.MipMap,  TextureFilter.Nearest,  TextureWrap.ClampToEdge,  TextureWrap.ClampToEdge  );  TextureAtlas  atlas  =  new  TextureAtlas(tiles);  for(  int  i  =  0;  i  <  12;  i++  )  {  TextureRegion  region  =  new  TextureRegion(tiles,  i  %  4  *  64  +  1,  i  /  4  *  64  +  1,  64,  64);  atlas.addRegion( " "  +  i,  region);  }  float  uSize  =  62.0f  /  256.0f;  	TextureFilter.MipMap,  TextureFilter.Nearest,  
elasticsearch_e66bd4359a5d5e03a04a4a8a6bb26f25fe107f24	buggy:  ShingleFilter  filter  =  new  ShingleFilter(tokenStream,  maxShingleSize,  minShingleSize);  context:  super(index,  indexSettings,  name,  settings);  maxShingleSize  =  settings.getAsInt( "max_shingle_size ",  ShingleFilter.DEFAULT_MAX_SHINGLE_SIZE);  minShingleSize  =  settings.getAsInt( "min_shingle_size ",  ShingleFilter.DEFAULT_MIN_SHINGLE_SIZE);  outputUnigrams  =  settings.getAsBoolean( "output_unigrams ",  true);  outputUnigramsIfNoShingles  =  settings.getAsBoolean( "output_unigrams_if_no_shingles ",  false);  tokenSeparator  =  settings.get( "token_separator ",  ShingleFilter.TOKEN_SEPARATOR);  }  public  TokenStream  create(TokenStream  tokenStream)  {          ShingleFilter  filter  =  new  ShingleFilter(tokenStream,  maxShingleSize,  minShingleSize);          ShingleFilter  filter  =  new  ShingleFilter(tokenStream,  minShingleSize,  maxShingleSize);  filter.setOutputUnigrams(outputUnigrams);  filter.setOutputUnigramsIfNoShingles(outputUnigramsIfNoShingles);  filter.setTokenSeparator(tokenSeparator);  return  filter;  }  }  	ShingleFilter  filter  =  new  ShingleFilter(tokenStream,  minShingleSize,  maxShingleSize);  
elasticsearch_223dab892144b0c8f9d073baf1598a1e3cdfa3ed	buggy:  builder.addSurface(spare.surfaceForm,  spare.payload,  spare.weight);  context:  this.builder  =  builder;  }  public  void  startDoc(int  docID,  int  freq)  throws  IOException  {  }  public  void  addPosition(int  position,  BytesRef  payload,  int  startOffset,  int  endOffset)  throws  IOException  {  analyzingSuggestLookupProvider.parsePayload(payload,  spare);              builder.addSurface(spare.surfaceForm,  spare.payload,  spare.weight);              builder.addSurface(spare.surfaceForm.get(),  spare.payload.get(),  spare.weight);  maxAnalyzedPathsForOneInput  =  Math.max(maxAnalyzedPathsForOneInput,  position  +  1);  }  public  void  finishDoc()  throws  IOException  {  }  	builder.addSurface(spare.surfaceForm.get(),  spare.payload.get(),  spare.weight);  
elasticsearch_07ab5dcf9b4180f66fa89ea3539a429dcde18833	buggy:  builder.field( "_type ",   "terms ");  context:  for  (TObjectIntIterator<String>  it  =  aggregated.iterator();  it.hasNext();)  {  it.advance();  ordered.add(new  Entry(it.key(),  it.value()));  }  return  new  InternalTermsFacet(name,  fieldName,  comparatorType,  requiredSize,  ordered);  }  builder.startObject(name);          builder.field( "_type ",   "terms ");          builder.field( "_type ",  TermsFacetCollectorParser.NAME);  builder.field( "_field ",  fieldName);  builder.startArray( "terms ");  for  (Entry  entry  :  entries)  {  builder.startObject();  builder.field( "term ",  entry.term());  builder.field( "count ",  entry.count());  builder.endObject();  }  	builder.field( "_type ",  TermsFacetCollectorParser.NAME);  
elasticsearch_847db717c66509a817e1b965226ee1e44c08918d	buggy:  Class<?  extends  Module>  defaultDiscoveryModule  =  null;  context:  public  class  DiscoveryModule  extends  AbstractModule  {  private  final  Settings  settings;  public  DiscoveryModule(Settings  settings)  {  this.settings  =  settings;  }  protected  void  configure()  {          Class<?  extends  Module>  defaultDiscoveryModule  =  null;          Class<?  extends  Module>  defaultDiscoveryModule;  if  (settings.getAsBoolean( "node.local ",  false))  {  defaultDiscoveryModule  =  LocalDiscoveryModule.class;  }  else  {  try  {  Classes.getDefaultClassLoader().loadClass( "org.elasticsearch.discovery.jgroups.JgroupsDiscovery ");  defaultDiscoveryModule  =  (Class<?  extends  Module>)  Classes.getDefaultClassLoader().loadClass( "org.elasticsearch.discovery.jgroups.JgroupsDiscoveryModule ");  }  catch  (ClassNotFoundException  e)  {  defaultDiscoveryModule  =  LocalDiscoveryModule.class;  	Class<?  extends  Module>  defaultDiscoveryModule;  
elasticsearch_3b5b4b4c3ab0c5fb4edf16832d4aaf09169bba5b	buggy:  }  else  if  (propName.equals( "omitTermFreqAndPositions ")  ||  propName.equals( "omit_termFreq_and_positions "))  {  context:  }  else  if  (propName.equals( "store "))  {  builder.store(parseStore(name,  propNode.getTextValue()));  }  else  if  (propName.equals( "index "))  {  builder.index(parseIndex(name,  propNode.getTextValue()));  }  else  if  (propName.equals( "termVector ")  ||  propName.equals( "term_vector "))  {  builder.termVector(parseTermVector(name,  propNode.getTextValue()));  }  else  if  (propName.equals( "boost "))  {  builder.boost(nodeFloatValue(propNode));  }  else  if  (propName.equals( "omitNorms ")  ||  propName.equals( "omit_norms "))  {  builder.omitNorms(nodeBooleanValue(propNode));              }  else  if  (propName.equals( "omitTermFreqAndPositions ")  ||  propName.equals( "omit_termFreq_and_positions "))  {              }  else  if  (propName.equals( "omitTermFreqAndPositions ")  ||  propName.equals( "omit_term_freq_and_positions "))  {  builder.omitTermFreqAndPositions(nodeBooleanValue(propNode));  }  else  if  (propName.equals( "indexAnalyzer ")  ||  propName.equals( "index_analyzer "))  {  builder.indexAnalyzer(parserContext.analysisService().analyzer(propNode.getTextValue()));  }  else  if  (propName.equals( "searchAnalyzer ")  ||  propName.equals( "search_analyzer "))  {  builder.searchAnalyzer(parserContext.analysisService().analyzer(propNode.getTextValue()));  }  else  if  (propName.equals( "analyzer "))  {  builder.indexAnalyzer(parserContext.analysisService().analyzer(propNode.getTextValue()));  builder.searchAnalyzer(parserContext.analysisService().analyzer(propNode.getTextValue()));  	}  else  if  (propName.equals( "omitTermFreqAndPositions ")  ||  propName.equals( "omit_term_freq_and_positions "))  {  
elasticsearch_f1dd867c4f574e457eeca91cd842179725f2e010	buggy:  }  catch  (Exception  e)  {  context:  public  void  onResponse(CountResponse  response)  {  try  {  XContentBuilder  builder  =  RestXContentBuilder.restContentBuilder(request);  builder.startObject();  builder.field( "count ",  response.getCount());  buildBroadcastShardsHeader(builder,  response);  builder.endObject();  channel.sendResponse(new  XContentRestResponse(request,  OK,  builder));                  }  catch  (Exception  e)  {                  }  catch  (Throwable  e)  {  onFailure(e);  }  }  public  void  onFailure(Throwable  e)  {  try  {  channel.sendResponse(new  XContentThrowableRestResponse(request,  e));  	}  catch  (Throwable  e)  {  
elasticsearch_3d4c31de91a0cbdceb4c910a5bd8eaad3bd09501	buggy:  byte[]  bytes  =  Version.full().getBytes();  context:  }  else  if  ( "delete ".equals(cmd))  {  request  =  new  MemcachedRestRequest(RestRequest.Method.DELETE,  args[1],  null,  -1,  false);  return  request;  }  else  if  ( "set ".equals(cmd))  {  this.request  =  new  MemcachedRestRequest(RestRequest.Method.POST,  args[1],  null,  Integer.parseInt(args[4]),  false);  buffer.markReaderIndex();  }  else  if  ( "version ".equals(cmd))  {  //  sent  as  a  noop                      byte[]  bytes  =  Version.full().getBytes();                      byte[]  bytes  =  Version.CURRENT.toString().getBytes();  ChannelBuffer  writeBuffer  =  ChannelBuffers.dynamicBuffer(bytes.length);  writeBuffer.writeBytes(bytes);  channel.write(writeBuffer);  return  MemcachedDispatcher.IGNORE_REQUEST;  }  else  if  ( "quit ".equals(cmd))  {  if  (channel.isConnected())  {  //  we  maybe  in  the  process  of  clearing  the  queued  bits  channel.disconnect();  }  	byte[]  bytes  =  Version.CURRENT.toString().getBytes();  
libgdx_629f270a6e207add4aec1647869dc8a833e6a611	buggy:  return  new  VertexAttribute(Usage.TextureCoordinates,  3,  ShaderProgram.NORMAL_ATTRIBUTE);  context:  public  static  VertexAttribute  Position()  {  return  new  VertexAttribute(Usage.Position,  3,  ShaderProgram.POSITION_ATTRIBUTE);  }  public  static  VertexAttribute  TexCoords(int  unit)  {  return  new  VertexAttribute(Usage.TextureCoordinates,  2,  ShaderProgram.TEXCOORD_ATTRIBUTE  +  unit);  }  public  static  VertexAttribute  Normal()  {  return  new  VertexAttribute(Usage.TextureCoordinates,  3,  ShaderProgram.NORMAL_ATTRIBUTE);  return  new  VertexAttribute(Usage.Normal,  3,  ShaderProgram.NORMAL_ATTRIBUTE);  }  public  static  VertexAttribute  Color()  {  return  new  VertexAttribute(Usage.ColorPacked,  4,  ShaderProgram.COLOR_ATTRIBUTE);  }  }  	return  new  VertexAttribute(Usage.Normal,  3,  ShaderProgram.NORMAL_ATTRIBUTE);  
elasticsearch_52c750fc42adc3f7318581984f4693f3f8f73685	buggy:  scrollId  =  buildScrollId(request.searchType(),  dfsResults);  context:  searchCache.releaseDfsResults(dfsResults);  searchCache.releaseQueryFetchResults(queryFetchResults);  }  }  private  void  innerFinishHim()  throws  Exception  {  sortedShardList  =  searchPhaseController.sortDocs(queryFetchResults.values());  final  InternalSearchResponse  internalResponse  =  searchPhaseController.merge(sortedShardList,  queryFetchResults,  queryFetchResults);  String  scrollId  =  null;  if  (request.scroll()  !=  null)  {                  scrollId  =  buildScrollId(request.searchType(),  dfsResults);                  scrollId  =  buildScrollId(request.searchType(),  dfsResults,  null);  }  listener.onResponse(new  SearchResponse(internalResponse,  scrollId,  expectedSuccessfulOps,  successulOps.get(),  buildTookInMillis(),  buildShardFailures()));  }  }  }  	scrollId  =  buildScrollId(request.searchType(),  dfsResults,  null);  
